userID,username,name,created_at,followers_count,following_count,tweet_count,ESPN_name,conference,state,institution_name
715202615815049217,RedFlashWBB,Saint Francis Women's Basketball,2016-03-30 15:42:46+00:00,3250,267,6898,St. Francis (PA) Red Flash,Northeast,PA,Saint Francis University
52740653,SJUHawks_WBB,Saint Joseph's WBB,2009-07-01 14:33:08+00:00,8464,140,10485,Saint Joseph's Hawks,Atlantic 10,PA,Saint Joseph's University
361306361,SaintLouisWBB,Saint Louis WBB,2011-08-24 15:46:46+00:00,5656,719,12077,Saint Louis Billikens,Atlantic 10,MO,Saint Louis University
285851859,GaelsWBB,Saint Mary's Women's Basketball,2011-04-21 22:23:59+00:00,3526,454,4563,Saint Mary's Gaels,West Coast,CA,Saint Mary's College of California
735123259239325696,PeacocksWBB,Saint Peter's Women's Basketball,2016-05-24 15:00:17+00:00,4732,217,4395,Saint Peter's Peacocks,MAAC,NJ,Saint Peter's University
1380096096211460097,Bearkats_WBB,Sam Houston Women’s Basketball,2021-04-08 09:52:21+00:00,1428,325,1204,Sam Houston Bearkats,WAC,TX,Sam Houston State University
41841217,SamfordWBB,Samford Women's Basketball,2009-05-22 16:07:41+00:00,4498,61,9035,Samford Bulldogs,Southern,AL,Samford University
1437526388781641733,Aztec_WBB,San Diego State Women's Basketball,2021-09-13 21:20:37+00:00,1215,47,1241,San Diego State Aztecs,Mountain West,CA,San Diego State University
323282033,SanJoseStateWBB,San José State Women’s Basketball,2011-06-24 15:27:52+00:00,5119,259,7251,San José State Spartans,Mountain West,CA,San Jose State University
2568282221,Santaclarawbb,Santa Clara Women's Basketball,2014-05-28 03:40:44+00:00,4029,312,3374,Santa Clara Broncos,West Coast,CA,Santa Clara University
1365012029157728257,seattleu_wbb,Seattle U Women’s Basketball🏀,2021-02-25 18:53:41+00:00,746,68,1616,Seattle U Redhawks,WAC,WA,Seattle University
199763486,SHUWBB,Seton Hall Women’s Basketball,2010-10-07 17:37:55+00:00,8949,115,13296,Seton Hall Pirates,Big East,NJ,Seton Hall University
237900088,Siena_WBB,Siena Women’s Basketball,2011-01-13 22:19:38+00:00,3549,1031,12591,Siena Saints,MAAC,NY,Siena College
1549100695994900480,scstate_wbb,South Carolina State Women’s Basketball,2022-07-18 18:36:22+00:00,420,76,105,South Carolina State Lady Bulldogs,MEAC,SC,South Carolina State University
845625530,GoJacksWBB,Jackrabbit WBB,2012-09-25 14:26:17+00:00,13775,248,13104,South Dakota State Jackrabbits,Summit League,SD,South Dakota State University
1161666074137505793,OfficialSEMOWBB,Official SEMO WBB 🏀,2019-08-14 15:49:09+00:00,2278,859,3422,Southeast Missouri State Redhawks,Ohio Valley,MO,Southeast Missouri State University
2463606469,LionUpWBB,Southeastern Women's Basketball,2014-04-25 19:22:38+00:00,3419,628,3786,SE Louisiana Lady Lions,Southland,LA,Southeastern Louisiana University
787129693,SIU_WBasketball,Saluki Women's Hoops,2012-08-28 14:25:33+00:00,4334,529,8584,Southern Illinois Salukis,Missouri Valley,IL,Southern Illinois University-Carbondale
75029786,SIUEWBB,SIUE Women’s Basketball,2009-09-17 14:51:20+00:00,3924,1060,4260,SIU Edwardsville Cougars,Ohio Valley,IL,Southern Illinois University-Edwardsville
31505708,SMUWBB,SMU Women's Basketball,2009-04-15 20:14:44+00:00,6919,403,9829,SMU Mustangs,American,TX,Southern Methodist University
40898309,JaguarsWBB,Southern University Women’s Basketball,2009-05-18 15:42:49+00:00,3438,561,3713,Southern Jaguars,SWAC,LA,Southern University and A & M College
3191473011,SUUWBasketball,SUU Women’s Basketball,2015-04-21 16:52:55+00:00,2776,223,5414,Southern Utah Thunderbirds,WAC,UT,Southern Utah University
802836055,BonniesWBB,Bonnies Women's Basketball,2012-09-04 17:16:38+00:00,5267,133,12267,St. Bonaventure Bonnies,Atlantic 10,NY,St Bonaventure University
3341431666,SFBK_WBB,St. Francis Brooklyn WBB 🏀,2015-06-22 13:55:56+00:00,4152,534,3973,St. Francis Brooklyn Terriers,Northeast,NY,St. Francis College
42703209,StJohnsWBB,St. John's WBB,2009-05-26 19:50:32+00:00,8509,553,20050,St. John's Red Storm,Big East,NY,St. John's University-New York
188412214,StanfordWBB,Stanford Women’s Basketball,2010-09-08 17:35:54+00:00,38397,256,23480,Stanford Cardinal,Pac-12,CA,Stanford University
1482783468937486336,SFAWBB,SFA Women's Basketball,2022-01-16 18:35:49+00:00,1615,48,1649,Stephen F. Austin Ladyjacks,WAC,TX,Stephen F Austin State University
383446464,StetsonWBB,StetsonWBB,2011-10-01 22:12:45+00:00,5731,768,13569,Stetson Hatters,ASUN,FL,Stetson University
631218173,StonehillWBB,Stonehill Women’s Basketball,2012-07-09 16:19:30+00:00,3120,525,5291,Stonehill Skyhawks,Northeast,MA,Stonehill College
2381013883,StonyBrookWBB,Stony Brook Women’s Basketball,2014-03-09 20:44:30+00:00,5753,268,9029,Stony Brook Seawolves,Colonial,NY,Stony Brook University
459511725,CuseWBB,'Cuse Hoops,2012-01-09 19:09:49+00:00,17245,250,18399,Syracuse Orange,ACC,NY,Syracuse University
794553215781961728,TarletonWBB,Tarleton Women's Basketball,2016-11-04 14:53:43+00:00,3142,498,4481,Tarleton Texans,WAC,TX,Tarleton State University
201739006,templewbb,Temple Women’s Basketball,2010-10-12 14:30:07+00:00,5434,453,10130,Temple Owls,American,PA,Temple University
50446856,TSUTigersWBB,Tennessee State Women’s Basketball,2009-06-24 21:28:40+00:00,6066,268,4492,Tennessee State Lady Tigers,Ohio Valley,TN,Tennessee State University
772216524,TTUWBB,Tennessee Tech Women’s Basketball,2012-08-21 20:38:46+00:00,7624,416,6732,Tennessee Tech Golden Eagles,Ohio Valley,TN,Tennessee Technological University
57433398,AggieWBB,Texas A&M Women's Basketball,2009-07-16 20:13:37+00:00,28204,779,22063,Texas A&M Aggies,SEC,TX,Texas A & M University-College Station
